"Module"	"ID"	"Description"	"GeneRatio"	"BgRatio"	"pvalue"	"p.adjust"	"qvalue"	"geneID"	"Count"
"M3"	"Toll Like Receptor 10 (TLR10) Cascade"	"Toll Like Receptor 10 (TLR10) Cascade"	"1/53"	"86/7644"	0.45213429659853	0.536708419919244	0.469597377133499	"DUSP6"	1
"M3"	"Toll Like Receptor 5 (TLR5) Cascade"	"Toll Like Receptor 5 (TLR5) Cascade"	"1/53"	"86/7644"	0.45213429659853	0.536708419919244	0.469597377133499	"DUSP6"	1
"M3"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"1/53"	"86/7644"	0.45213429659853	0.536708419919244	0.469597377133499	"DUSP6"	1
"M3"	"Hemostasis"	"Hemostasis"	"4/53"	"497/7644"	0.455200780373229	0.536708419919244	0.469597377133499	"F3/ZFPM1/F11R/SERPINB2"	4
"M3"	"Chromosome Maintenance"	"Chromosome Maintenance"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PCNA"	1
"M3"	"Class B/2 (Secretin family receptors)"	"Class B/2 (Secretin family receptors)"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"FZD8"	1
"M3"	"Defective AMN causes hereditary megaloblastic anemia 1"	"Defective AMN causes hereditary megaloblastic anemia 1"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective BTD causes biotidinase deficiency"	"Defective BTD causes biotidinase deficiency"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective CD320 causes methylmalonic aciduria"	"Defective CD320 causes methylmalonic aciduria"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective CUBN causes hereditary megaloblastic anemia 1"	"Defective CUBN causes hereditary megaloblastic anemia 1"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective GIF causes intrinsic factor deficiency"	"Defective GIF causes intrinsic factor deficiency"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective HLCS causes multiple carboxylase deficiency"	"Defective HLCS causes multiple carboxylase deficiency"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"Defective LMBRD1 causes methylmalonic aciduria and homocystinuria type cblF"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MMAA causes methylmalonic aciduria type cblA"	"Defective MMAA causes methylmalonic aciduria type cblA"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MMAB causes methylmalonic aciduria type cblB"	"Defective MMAB causes methylmalonic aciduria type cblB"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"Defective MMACHC causes methylmalonic aciduria and homocystinuria type cblC"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"Defective MMADHC causes methylmalonic aciduria and homocystinuria type cblD"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"Defective MTR causes methylmalonic aciduria and homocystinuria type cblG"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"Defective MTRR causes methylmalonic aciduria and homocystinuria type cblE"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective MUT causes methylmalonic aciduria mut type"	"Defective MUT causes methylmalonic aciduria mut type"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defective TCN2 causes hereditary megaloblastic anemia"	"Defective TCN2 causes hereditary megaloblastic anemia"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defects in biotin (Btn) metabolism"	"Defects in biotin (Btn) metabolism"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defects in cobalamin (B12) metabolism"	"Defects in cobalamin (B12) metabolism"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Defects in vitamin and cofactor metabolism"	"Defects in vitamin and cofactor metabolism"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Metabolism of vitamins and cofactors"	"Metabolism of vitamins and cofactors"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"Metabolism of water-soluble vitamins and cofactors"	"Metabolism of water-soluble vitamins and cofactors"	"1/53"	"87/7644"	0.455976170411745	0.536708419919244	0.469597377133499	"PANK1"	1
"M3"	"IRS-related events"	"IRS-related events"	"1/53"	"88/7644"	0.459791608147378	0.536708419919244	0.469597377133499	"FGF1"	1
"M3"	"MyD88 dependent cascade initiated on endosome"	"MyD88 dependent cascade initiated on endosome"	"1/53"	"88/7644"	0.459791608147378	0.536708419919244	0.469597377133499	"DUSP6"	1
"M3"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"1/53"	"88/7644"	0.459791608147378	0.536708419919244	0.469597377133499	"DUSP6"	1
"M3"	"IRS-related events triggered by IGF1R"	"IRS-related events triggered by IGF1R"	"1/53"	"89/7644"	0.463580788238456	0.539127287062501	0.471713784523341	"FGF1"	1
"M3"	"PCP/CE pathway"	"PCP/CE pathway"	"1/53"	"91/7644"	0.471081083322252	0.540162537979872	0.472619585694759	"FZD8"	1
"M3"	"IGF1R signaling cascade"	"IGF1R signaling cascade"	"1/53"	"92/7644"	0.474792549307148	0.540162537979872	0.472619585694759	"FGF1"	1
"M3"	"Insulin receptor signalling cascade"	"Insulin receptor signalling cascade"	"1/53"	"92/7644"	0.474792549307148	0.540162537979872	0.472619585694759	"FGF1"	1
"M3"	"Interferon gamma signaling"	"Interferon gamma signaling"	"1/53"	"92/7644"	0.474792549307148	0.540162537979872	0.472619585694759	"MT2A"	1
"M3"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"Signaling by Type 1 Insulin-like Growth Factor 1 Receptor (IGF1R)"	"1/53"	"92/7644"	0.474792549307148	0.540162537979872	0.472619585694759	"FGF1"	1
"M3"	"Toll Like Receptor 9 (TLR9) Cascade"	"Toll Like Receptor 9 (TLR9) Cascade"	"1/53"	"92/7644"	0.474792549307148	0.540162537979872	0.472619585694759	"DUSP6"	1
"M3"	"EPH-Ephrin signaling"	"EPH-Ephrin signaling"	"1/53"	"94/7644"	0.482138986946546	0.542992074984019	0.47509531200412	"MYL9"	1
"M3"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"Transport of inorganic cations/anions and amino acids/oligopeptides"	"1/53"	"94/7644"	0.482138986946546	0.542992074984019	0.47509531200412	"SLC1A5"	1
"M3"	"Regulation of actin dynamics for phagocytic cup formation"	"Regulation of actin dynamics for phagocytic cup formation"	"1/53"	"95/7644"	0.485774302667318	0.542992074984019	0.47509531200412	"CYFIP2"	1
"M3"	"MyD88:Mal cascade initiated on plasma membrane"	"MyD88:Mal cascade initiated on plasma membrane"	"1/53"	"96/7644"	0.489384577135278	0.542992074984019	0.47509531200412	"DUSP6"	1
"M3"	"Toll Like Receptor 2 (TLR2) Cascade"	"Toll Like Receptor 2 (TLR2) Cascade"	"1/53"	"96/7644"	0.489384577135278	0.542992074984019	0.47509531200412	"DUSP6"	1
"M3"	"Toll Like Receptor TLR1:TLR2 Cascade"	"Toll Like Receptor TLR1:TLR2 Cascade"	"1/53"	"96/7644"	0.489384577135278	0.542992074984019	0.47509531200412	"DUSP6"	1
"M3"	"Toll Like Receptor TLR6:TLR2 Cascade"	"Toll Like Receptor TLR6:TLR2 Cascade"	"1/53"	"96/7644"	0.489384577135278	0.542992074984019	0.47509531200412	"DUSP6"	1
"M3"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"Transport of glucose and other sugars, bile salts and organic acids, metal ions and amine compounds"	"1/53"	"97/7644"	0.492969979548081	0.545044273162315	0.476890899414563	"SLC16A7"	1
"M3"	"Cell surface interactions at the vascular wall"	"Cell surface interactions at the vascular wall"	"1/53"	"99/7644"	0.500066839401307	0.545211762402814	0.47703744548151	"F11R"	1
"M3"	"MyD88-independent cascade"	"MyD88-independent cascade"	"1/53"	"99/7644"	0.500066839401307	0.545211762402814	0.47703744548151	"DUSP6"	1
"M3"	"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	"1/53"	"99/7644"	0.500066839401307	0.545211762402814	0.47703744548151	"DUSP6"	1
"M3"	"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	"1/53"	"99/7644"	0.500066839401307	0.545211762402814	0.47703744548151	"DUSP6"	1
"M3"	"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	"1/53"	"105/7644"	0.520777742008185	0.565827719690554	0.495075544214665	"CYFIP2"	1
"M3"	"Signaling by VEGF"	"Signaling by VEGF"	"1/53"	"113/7644"	0.547087622495182	0.592363839529266	0.518293537100699	"CYFIP2"	1
"M3"	"Orphan transporters"	"Orphan transporters"	"1/53"	"114/7644"	0.550275028683969	0.59310680204941	0.518943598172631	"CLCA2"	1
"M3"	"Activated TLR4 signalling"	"Activated TLR4 signalling"	"1/53"	"115/7644"	0.553440423568398	0.59310680204941	0.518943598172631	"DUSP6"	1
"M3"	"DNA Repair"	"DNA Repair"	"1/53"	"115/7644"	0.553440423568398	0.59310680204941	0.518943598172631	"PCNA"	1
"M3"	"Signaling by Insulin receptor"	"Signaling by Insulin receptor"	"1/53"	"116/7644"	0.556583956248817	0.594446810415404	0.520116049341	"FGF1"	1
"M3"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"Fcgamma receptor (FCGR) dependent phagocytosis"	"1/53"	"119/7644"	0.56588485725356	0.602331678568196	0.527014978566205	"CYFIP2"	1
"M3"	"Post-translational protein modification"	"Post-translational protein modification"	"2/53"	"278/7644"	0.579727941861928	0.614216506451846	0.537413704941106	"MUC1/GALNT4"	2
"M3"	"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	"1/53"	"124/7644"	0.580962746548402	0.614216506451846	0.537413704941106	"DUSP6"	1
"M3"	"Factors involved in megakaryocyte development and platelet production"	"Factors involved in megakaryocyte development and platelet production"	"1/53"	"125/7644"	0.583916067616611	0.615267265877906	0.538333075407755	"ZFPM1"	1
"M3"	"Signaling by Wnt"	"Signaling by Wnt"	"2/53"	"286/7644"	0.595403059988953	0.625272778717496	0.547087479870152	"LGR4/FZD8"	2
"M3"	"Cell-Cell communication"	"Cell-Cell communication"	"1/53"	"130/7644"	0.598379061011157	0.626303417191677	0.547989245347059	"F11R"	1
"M3"	"beta-catenin independent WNT signaling"	"beta-catenin independent WNT signaling"	"1/53"	"144/7644"	0.636302069703303	0.661585595651779	0.57885967303089	"FZD8"	1
"M3"	"Toll-Like Receptors Cascades"	"Toll-Like Receptors Cascades"	"1/53"	"144/7644"	0.636302069703303	0.661585595651779	0.57885967303089	"DUSP6"	1
"M3"	"Apoptosis"	"Apoptosis"	"1/53"	"148/7644"	0.646476150193999	0.66994558138916	0.586174310233224	"PMAIP1"	1
"M3"	"Cellular Senescence"	"Cellular Senescence"	"1/53"	"159/7644"	0.673036812673072	0.695176181511002	0.608250028073656	"CDKN1A"	1
"M3"	"Programmed Cell Death"	"Programmed Cell Death"	"1/53"	"160/7644"	0.675351982870577	0.69528040203725	0.608341216666853	"PMAIP1"	1
"M3"	"Interferon Signaling"	"Interferon Signaling"	"1/53"	"196/7644"	0.748790218276967	0.768366433133881	0.672288431270342	"MT2A"	1
"M3"	"Antigen processing: Ubiquitination & Proteasome degradation"	"Antigen processing: Ubiquitination & Proteasome degradation"	"1/53"	"211/7644"	0.774331852505666	0.791987627644232	0.69295598664145	"KLHL21"	1
"M3"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"Gastrin-CREB signalling pathway via PKC and MAPK"	"1/53"	"217/7644"	0.78381908995087	0.799088293001861	0.699168771282218	"HBEGF"	1
"M3"	"Cellular responses to stress"	"Cellular responses to stress"	"1/53"	"249/7644"	0.828177914733309	0.841578851864915	0.736346229757771	"CDKN1A"	1
"M3"	"Class I MHC mediated antigen processing & presentation"	"Class I MHC mediated antigen processing & presentation"	"1/53"	"255/7644"	0.835437894961491	0.846217738767446	0.740405061408995	"KLHL21"	1
"M3"	"Cytokine Signaling in Immune system"	"Cytokine Signaling in Immune system"	"1/53"	"308/7644"	0.887786356283978	0.896350211810833	0.784268874564625	"MT2A"	1
"M3"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"Defective ACTH causes Obesity and Pro-opiomelanocortinin deficiency (POMCD)"	"1/53"	"441/7644"	0.957596768881264	0.960656183478329	0.840533905088313	"FZD8"	1
"M3"	"GPCR ligand binding"	"GPCR ligand binding"	"1/53"	"441/7644"	0.957596768881264	0.960656183478329	0.840533905088313	"FZD8"	1
"M3"	"Generic Transcription Pathway"	"Generic Transcription Pathway"	"1/53"	"483/7644"	0.968932737408485	0.968932737408485	0.847775542955463	"ZNF264"	1
"M4"	"Circadian Clock"	"Circadian Clock"	"3/21"	"55/7644"	0.000427732567152669	0.103511281250946	0.0805938205477134	"HIF1A/NR1D1/NPAS2"	3
"M4"	"REV-ERBA represses gene expression"	"REV-ERBA represses gene expression"	"2/21"	"24/7644"	0.0019131211652843	0.160404719663887	0.124891017050177	"NR1D1/NPAS2"	2
"M4"	"RORA activates circadian gene expression"	"RORA activates circadian gene expression"	"2/21"	"25/7644"	0.00207604119276586	0.160404719663887	0.124891017050177	"NR1D1/NPAS2"	2
"M4"	"VEGFR2 mediated cell proliferation"	"VEGFR2 mediated cell proliferation"	"2/21"	"32/7644"	0.00339287524655278	0.160404719663887	0.124891017050177	"ITPR3/IL6"	2
"M4"	"Signaling by VEGF"	"Signaling by VEGF"	"3/21"	"113/7644"	0.00344569865124531	0.160404719663887	0.124891017050177	"ITPR3/IL6/PGF"	3
"M4"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	"BMAL1:CLOCK,NPAS2 activates circadian gene expression"	"2/21"	"37/7644"	0.00451825895417017	0.160404719663887	0.124891017050177	"NR1D1/NPAS2"	2
"M4"	"NOTCH1 Intracellular Domain Regulates Transcription"	"NOTCH1 Intracellular Domain Regulates Transcription"	"2/21"	"47/7644"	0.00721356805011423	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"MAP kinase activation in TLR cascade"	"MAP kinase activation in TLR cascade"	"2/21"	"56/7644"	0.0101250481891722	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Axon guidance"	"Axon guidance"	"4/21"	"327/7644"	0.0110458955003678	0.160404719663887	0.124891017050177	"MYH10/IL6/NTN1/RPS6KA5"	4
"M4"	"Ca2+ pathway"	"Ca2+ pathway"	"2/21"	"61/7644"	0.0119329594730879	0.160404719663887	0.124891017050177	"WNT5A/ITPR3"	2
"M4"	"Signaling by EGFR"	"Signaling by EGFR"	"3/21"	"179/7644"	0.0123128855500799	0.160404719663887	0.124891017050177	"ITPR3/IL6/PAG1"	3
"M4"	"Signaling by Overexpressed Wild-Type EGFR in Cancer"	"Signaling by Overexpressed Wild-Type EGFR in Cancer"	"3/21"	"179/7644"	0.0123128855500799	0.160404719663887	0.124891017050177	"ITPR3/IL6/PAG1"	3
"M4"	"Signaling by EGFR in Cancer"	"Signaling by EGFR in Cancer"	"3/21"	"181/7644"	0.0126878323846924	0.160404719663887	0.124891017050177	"ITPR3/IL6/PAG1"	3
"M4"	"Signaling by EGFRvIII in Cancer"	"Signaling by EGFRvIII in Cancer"	"3/21"	"181/7644"	0.0126878323846924	0.160404719663887	0.124891017050177	"ITPR3/IL6/PAG1"	3
"M4"	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	"Signaling by Ligand-Responsive EGFR Variants in Cancer"	"3/21"	"181/7644"	0.0126878323846924	0.160404719663887	0.124891017050177	"ITPR3/IL6/PAG1"	3
"M4"	"NCAM signaling for neurite out-growth"	"NCAM signaling for neurite out-growth"	"2/21"	"70/7644"	0.0155158951504554	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Sphingolipid metabolism"	"Sphingolipid metabolism"	"2/21"	"71/7644"	0.0159393739287931	0.160404719663887	0.124891017050177	"UGCG/SPTLC3"	2
"M4"	"FBXW7 Mutants and NOTCH1 in Cancer"	"FBXW7 Mutants and NOTCH1 in Cancer"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"Signaling by NOTCH1"	"Signaling by NOTCH1"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"Signaling by NOTCH1 HD Domain Mutants in Cancer"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 HD+PEST Domain Mutants in Cancer"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"Signaling by NOTCH1 in Cancer"	"Signaling by NOTCH1 in Cancer"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"Signaling by NOTCH1 PEST Domain Mutants in Cancer"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"Signaling by NOTCH1 t(7;9)(NOTCH1:M1580_K2555) Translocation Mutant"	"2/21"	"72/7644"	0.016367824754284	0.160404719663887	0.124891017050177	"HIF1A/MAMLD1"	2
"M4"	"TRAF6 Mediated Induction of proinflammatory cytokines"	"TRAF6 Mediated Induction of proinflammatory cytokines"	"2/21"	"75/7644"	0.0176827324401959	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"NGF signalling via TRKA from the plasma membrane"	"NGF signalling via TRKA from the plasma membrane"	"3/21"	"206/7644"	0.0179355478930461	0.160404719663887	0.124891017050177	"ITPR3/IL6/RPS6KA5"	3
"M4"	"MyD88 cascade initiated on plasma membrane"	"MyD88 cascade initiated on plasma membrane"	"2/21"	"86/7644"	0.0228728413985318	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor 10 (TLR10) Cascade"	"Toll Like Receptor 10 (TLR10) Cascade"	"2/21"	"86/7644"	0.0228728413985318	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor 5 (TLR5) Cascade"	"Toll Like Receptor 5 (TLR5) Cascade"	"2/21"	"86/7644"	0.0228728413985318	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"TRAF6 mediated induction of NFkB and MAP kinases upon TLR7/8 or 9 activation"	"2/21"	"86/7644"	0.0228728413985318	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"MyD88 dependent cascade initiated on endosome"	"MyD88 dependent cascade initiated on endosome"	"2/21"	"88/7644"	0.0238768959293031	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"Toll Like Receptor 7/8 (TLR7/8) Cascade"	"2/21"	"88/7644"	0.0238768959293031	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor 9 (TLR9) Cascade"	"Toll Like Receptor 9 (TLR9) Cascade"	"2/21"	"92/7644"	0.0259389635055631	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"ERK1 activation"	"ERK1 activation"	"1/21"	"10/7644"	0.0271511612618555	0.160404719663887	0.124891017050177	"IL6"	1
"M4"	"Netrin mediated repulsion signals"	"Netrin mediated repulsion signals"	"1/21"	"10/7644"	0.0271511612618555	0.160404719663887	0.124891017050177	"NTN1"	1
"M4"	"Role of second messengers in netrin-1 signaling"	"Role of second messengers in netrin-1 signaling"	"1/21"	"10/7644"	0.0271511612618555	0.160404719663887	0.124891017050177	"NTN1"	1
"M4"	"MyD88:Mal cascade initiated on plasma membrane"	"MyD88:Mal cascade initiated on plasma membrane"	"2/21"	"96/7644"	0.0280715961907786	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor 2 (TLR2) Cascade"	"Toll Like Receptor 2 (TLR2) Cascade"	"2/21"	"96/7644"	0.0280715961907786	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor TLR1:TLR2 Cascade"	"Toll Like Receptor TLR1:TLR2 Cascade"	"2/21"	"96/7644"	0.0280715961907786	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor TLR6:TLR2 Cascade"	"Toll Like Receptor TLR6:TLR2 Cascade"	"2/21"	"96/7644"	0.0280715961907786	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"MyD88-independent cascade"	"MyD88-independent cascade"	"2/21"	"99/7644"	0.0297163952120003	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"Toll Like Receptor 3 (TLR3) Cascade"	"Toll Like Receptor 3 (TLR3) Cascade"	"2/21"	"99/7644"	0.0297163952120003	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"TRIF-mediated TLR3/TLR4 signaling"	"TRIF-mediated TLR3/TLR4 signaling"	"2/21"	"99/7644"	0.0297163952120003	0.160404719663887	0.124891017050177	"IL6/RPS6KA5"	2
"M4"	"DSCAM interactions"	"DSCAM interactions"	"1/21"	"11/7644"	0.0298273239044418	0.160404719663887	0.124891017050177	"NTN1"	1
"M4"	"Interleukin-6 signaling"	"Interleukin-6 signaling"	"1/21"	"11/7644"	0.0298273239044418	0.160404719663887	0.124891017050177	"IL6"	1
"M4"	"ERK activation"	"ERK activation"	"1/21"	"12/7644"	0.0324964744609736	0.166831148116385	0.129894630329852	"IL6"	1
"M4"	"NOTCH2 intracellular domain regulates transcription"	"NOTCH2 intracellular domain regulates transcription"	"1/21"	"12/7644"	0.0324964744609736	0.166831148116385	0.129894630329852	"MAMLD1"	1
"M4"	"VEGFA-VEGFR2 Pathway"	"VEGFA-VEGFR2 Pathway"	"2/21"	"105/7644"	0.0331195993997166	0.166831148116385	0.129894630329852	"ITPR3/IL6"	2
"M4"	"NICD traffics to nucleus"	"NICD traffics to nucleus"	"1/21"	"13/7644"	0.0351586303881638	0.166831148116385	0.129894630329852	"MAMLD1"	1
"M4"	"Notch-HLH transcription pathway"	"Notch-HLH transcription pathway"	"1/21"	"13/7644"	0.0351586303881638	0.166831148116385	0.129894630329852	"MAMLD1"	1
"M4"	"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	"WNT5A-dependent internalization of FZD2, FZD5 and ROR2"	"1/21"	"13/7644"	0.0351586303881638	0.166831148116385	0.129894630329852	"WNT5A"	1
"M4"	"PPARA activates gene expression"	"PPARA activates gene expression"	"2/21"	"111/7644"	0.0366698315435222	0.170655754491007	0.132872466524099	"NR1D1/NPAS2"	2
"M4"	"DCC mediated attractive signaling"	"DCC mediated attractive signaling"	"1/21"	"14/7644"	0.0378138091015503	0.171786153861246	0.133752594785398	"NTN1"	1
"M4"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"Regulation of lipid metabolism by Peroxisome proliferator-activated receptor alpha (PPARalpha)"	"2/21"	"114/7644"	0.038498443601909	0.171786153861246	0.133752594785398	"NR1D1/NPAS2"	2
"M4"	"Activated TLR4 signalling"	"Activated TLR4 signalling"	"2/21"	"115/7644"	0.0391157467978536	0.171786153861246	0.133752594785398	"IL6/RPS6KA5"	2
"M4"	"negative regulation of TCF-dependent signaling by WNT ligand antagonists"	"negative regulation of TCF-dependent signaling by WNT ligand antagonists"	"1/21"	"15/7644"	0.0404620279755827	0.171786153861246	0.133752594785398	"WNT5A"	1
"M4"	"WNT5A-dependent internalization of FZD4"	"WNT5A-dependent internalization of FZD4"	"1/21"	"15/7644"	0.0404620279755827	0.171786153861246	0.133752594785398	"WNT5A"	1
"M4"	"Signalling by NGF"	"Signalling by NGF"	"3/21"	"287/7644"	0.0422395404663747	0.174419583280377	0.13580298132748	"ITPR3/IL6/RPS6KA5"	3
"M4"	"Signaling by NOTCH"	"Signaling by NOTCH"	"2/21"	"122/7644"	0.0435431741747239	0.174419583280377	0.13580298132748	"HIF1A/MAMLD1"	2
"M4"	"Toll Like Receptor 4 (TLR4) Cascade"	"Toll Like Receptor 4 (TLR4) Cascade"	"2/21"	"124/7644"	0.0448416253668954	0.174419583280377	0.13580298132748	"IL6/RPS6KA5"	2
"M4"	"Chylomicron-mediated lipid transport"	"Chylomicron-mediated lipid transport"	"1/21"	"17/7644"	0.0457376554985146	0.174419583280377	0.13580298132748	"SDC1"	1
"M4"	"RAF/MAP kinase cascade"	"RAF/MAP kinase cascade"	"1/21"	"17/7644"	0.0457376554985146	0.174419583280377	0.13580298132748	"IL6"	1
"M4"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha"	"1/21"	"18/7644"	0.0483650986917141	0.174419583280377	0.13580298132748	"HIF1A"	1
"M4"	"Platelet calcium homeostasis"	"Platelet calcium homeostasis"	"1/21"	"19/7644"	0.0509856511343412	0.174419583280377	0.13580298132748	"ITPR3"	1
"M4"	"Dual incision reaction in GG-NER"	"Dual incision reaction in GG-NER"	"1/21"	"20/7644"	0.053599329996791	0.174419583280377	0.13580298132748	"DDB2"	1
"M4"	"Formation of incision complex in GG-NER"	"Formation of incision complex in GG-NER"	"1/21"	"20/7644"	0.053599329996791	0.174419583280377	0.13580298132748	"DDB2"	1
"M4"	"Syndecan interactions"	"Syndecan interactions"	"1/21"	"20/7644"	0.053599329996791	0.174419583280377	0.13580298132748	"SDC1"	1
"M4"	"ERK/MAPK targets"	"ERK/MAPK targets"	"1/21"	"21/7644"	0.0562061524089192	0.174419583280377	0.13580298132748	"RPS6KA5"	1
"M4"	"GRB2 events in EGFR signaling"	"GRB2 events in EGFR signaling"	"1/21"	"21/7644"	0.0562061524089192	0.174419583280377	0.13580298132748	"IL6"	1
"M4"	"HS-GAG degradation"	"HS-GAG degradation"	"1/21"	"21/7644"	0.0562061524089192	0.174419583280377	0.13580298132748	"SDC1"	1
